Sentences for language learning in English and Vosa	 Lusasi for vos apdav mu eng a vosa 
Who is ahead in line? Is the clock ahead, behind, or exactly on time? Look at the picture above!	Kojo tuut edla in tujär? Ooko novo edla taj dela taj tarkli ofna? Kaa ja edla oova kato!
Was the trip pleasant? How far (distance) is it from here to your home?	Ooenko hamiva rotuo? Koli luva farri täel oo tu jaof bal?
While I cook, I listen to the news and other current affairs programs.	Rena aj kuu em, aj höör novsasi a tua soprogsi.
There was a strong earthquake in the Pacific Ocean, which caused tsunamis. He is very strong and lifts weights (pounds). The sound is too loud, turn it down!	La Uohva Fovamlo ooen pova molpitär, ko syyen popiveivsi. Hä oo errili pova a sipayyl hevrivosi. Hö oo ylrili pova, paa it öhpir!
Dogs and cats are pets, among others. What other domestic animals do you have on the land?	Intuasi haupe a miupe oo rapesi. Kosi tua balpesi jasi oof la nuatlo?
You can remember Vosa words well when you become familiar with the basic concepts and root words, where the words are derived from, or when the words are remembered through sentence connections. You can also memorize words in different orders.	Vosa sasi söö hali, na vikadaa intu besvososi a jursasi, kout itof sasi oo deriiven taj ut lusaviosi autpolyy sasi intu mi. Voo ali siapdaav utsöli sasi in er järsi.
Many people wonder what the purpose of life is. It's not axiom (clear) to everyone yet.	Si josi öbsoo, ko obro of eo oo. It ej oo tu ki klirso pirnen.
I form sentences using common language expressions. Study groups could be formed to study Vosa.	Aj kautee lusasi for tihnavos kautsasi. Vooif kautee apdav iksiosi for vosa apdav.
It is difficult and time-consuming to develop a truly optimal language. But development is moving forward slowly and sometimes in leaps and bounds.	Oo ongva a noaapva deev rilli hastvosta hava vos. Mut dev tuu öhponli eddir a välna vy piva luvetuosi.
Young people had to leave home and go out into the world to study, work, and find a spouse as a life partner.	Nujosi piiten tejää bal a tuu le köl apdaav, tu tösi a kees vimäm mu eovijo.
The effect of the drug is very fast. Words have a great impact on others.	Termo ys oo errili nopva. Sasi oof piva ys tu tuasi.
Today the people of Finland celebrate Independence Day. Our mothers and fathers, i.e. our parents, have done a lot of work for Finland's well-being and independence.	Tätanna Finlo hyj notee Autnavao Tan. Ajof amsi a masi, syklirli ajof mamsi oo tee-en piri tö gö Finlo halivoote a autnavao.
Where does this road lead? Which team is leading the game? Disinformation can mislead us. A leader must lead fairly and successfully.	Kotu tä tul tudiir? Dutajko ögjosio diir in ple? Tarobdafa voo diir ajsi tarobtu (tu tarob). Diirjo piit diir rataflili a hasakli.
What causes narrowing and blockages in blood vessels? There are several reasons for this.	Ko öbsyy, syt intu hemogagevsi uut litobretsi a obyvsi? Intu it oo si sysi.
We have to walk a little longer until we arrive.	Ajsi piit tuut pirnen ipri, tuna ajsi oo obla.
 Finland's currency used to be the markka and the penny, but today the single European currency, the euro and the cent, is used in Finland.	Li Finlo-of rov ooen lynapir marrov a cesikmarrov, nenna oo in Finlo na teo Eurlo-of viofobrov eurov a cesikrov.
If prices and wages generally increase a lot, then the value of money decreases. We can follow the development of the value and purchasing power of money from statistics.	If rovrisi a törovsi yylen tihnali piri, täna rov ro lyy. Ajsi voo dekaa rov ro a äfpo dev ut nodari.
He must answer many questions, such as whether a cheaper product is of equal quality to a more expensive one and who is responsible (liable) for their defects.	Hä piit ook tu si kootesi edkali (e.k.) lireeko lyrovpir to itof vao ylrovpir to a kojo oo in okofo itsiof viksi.
Did you notice when something fell from the high roof? It was a ball that the children threw onto the roof.	Satvokaaenko ja, na ö autlyyen el ylva yltal. It ooen bol, ko ipmämsi heiien le yltal.
The gift was exactly what I wanted, and I couldn't even wait to receive it.	Tofa ooen fulli lioova ajof neraob, a aj ej davooen ipripstli obnoo aaf it.
Factories should be established to manufacture products that are imported in large quantities from abroad.	Piitif bestoo tolösi, in kosi toota itva tosi, kosi inaag piri ut nihylsi.
Move a little further forward so that everyone has the same amount of space!	Louu jasi depirna ipri eddir, syt for ki uut reri piri til!
Vosa is significantly different from all previously created artificial languages. Vosa can be continuously developed better and better, but it should still be frozen at some point in its development at a fundamentally sound level.	Vosa oo pivokali erva il ki lynapir tee-en tevossi. Vosa voota deev pirtuuli repirnen pir, mut amut it piitif tekaalm ösina ob bessysi intu hava devdot.
What movement are you a member of? Movement is medicine, it promotes health and eliminates many ailments.	Ko-of uide ve ja oo? Uo oo termo, it vyrotee tervao a yraap si tesafsi.
Stir the soup, remove the pot from the stove and turn off the power before the soup sticks to the bottom.	Parääj ja kuem, aap ja kuves el kuos a yr sähtuo en na kuem böön ru alo.
There were even poor elderly people without escorts, but we took good care of them.	Jea tesafva unjosi ooen ofvi ejli vigaajosi, mut ajsi hakee-en häsi hali.
It is justice and fairness. You have no right to act like that, they violate human rights.	It oo rataf a obnidrivao. Jasi ei oof rataf otee ätli, itsi ahreek (ögreek) mämratafsi.
The head is a body member. There is a beginning and an end in a line. The writing usually has a title. A sentence has several main clauses and also subordinate clauses.	Pä oo bodev ve . Tujär oof nö a ön. Kir oof tihna päsa. Lusa oof si pälusasi a ali sidlusasi.
What is the game situation, which team is winning?	Ko oo plesta, dutajko ögjosio oo na vin?
Shapes include round, oval, angular, curved, straight, etc.	Kausi oo rauva, ielrauva, ängsiva, iersiva, reiva aid. (a itli depirna).
Esperanto is also an artificial language, but it has few speakers compared to English.	Ali esperanto oo tevos, mut it oof sasaajosi ipri erkaaenna vi eng.
I think she's ordinary in appearance, not very pretty, but not ugly either.	Hä oof öb aj resiva nilika, ej errili kava, mut ej ali akva.
I've already written a lot of sentences, but I need to add a few more pages to this section.	Aj oo kiiren ripnen piri lusasi, mut aj piit pirpaa ipsi kirsidsi intu tä ikoblo.
That summer there was a bountiful blueberry harvest, as well as a lingonberry harvest, and they were easy to find.	Na it lakno ooen siriva bluberafva, reli puolberafva a itsi keesen gnoli.
What field have you studied, what field do you work in? This area is 10 ares.	Ko leiob ja oo apdaaven, la ko leiob ja töö? Täof laori oo 10 (bas) ceskvaängmetrsi.
There was a hole in the area of my eye that distorted letters and images, and it was treated with surgery.	Ajof kaev oofen rekoup la tarkva voka leilo, ko tartee-en kirkasi a kato a it hakee-enta vy retkut.
Do they have good relationships with customers? In mathematics, we calculate with ratio and equation.	Oofko häsi hava vicusi vi sojosi? In risoda risoota vy curi a curilire.
I moved to my current apartment 20 years ago. What bad word derivations in the dictionary could be changed to better ones? Please make suggestions!	Aj oo erlotuuen 20 (dubas) jänsi iten intu ajof nenva elo. Kosi ahvova saderivsi vooif temuu hapir? Oo jasi hava a tee jasi tajsasi!
Who is organizing the event? The writings should be organized into groups according to topics.	Kojosi jäär häp? Kirsi piitif jäär intu iksiosi li obsosi.
He's gotten older-looking since we last met.	Hä oo autmuuen unpir livokava itne, na ajsi önstna ögkaaen.
Whoever is the actual leader, he is the deputy leader.	Kojo oo rilorova diirjo, hä oo resdiirjo.
This week is still a vacation. Next week we should be able to work hard and well again.	Tä gun oo pirnen urtöno. Na denöva gun piitif anen piriteli a hali tee tösi (töö).
When is the last date when the matter can still be handled, please let us know.	Kona oo önva tanri, kona so voota pirnen hakee, dafaa ja it tu ajsi.
Swedish is the second official language of Finland. I have a small wound on my tongue. The kantele's string is broken. He crossed the road. I'm completely broken because I ran so much.	Svid oo Finlo-of duva törova vos. In ajof save oo ipva laevrek. Finkanhöv höknit oo durekli. Hä tuuen inylli tul. Aj oo fulli yrpoli, syfor aj tyyen itli piri.
When we live even more economically, we can save money to build a new house.	Na ajsi ee pirnen rostapirli, itli aj aaf ropaoo rov for novva tol toolte.
A subject that is a person is expressed in Vosa with the -jo ending. A subject that is not a person is expressed with the -jö ending.	Teejo, kojo oo hojo, kautsaata in Vosa vy -jo-önrupa. Teejö, ko ej oo hojo, kautsaata vy -jö-önrupa.
He was a former minister who died yesterday. The end of temporal life can come at any time (anyone) for anyone and eternal eternity begins.	Hä ooen enva pösiojo, kojo eöönen edtanna. Ofnova eo nö voo uut kona sattaj tu kojo sattaj a nöö kinova kikino.
Where is the door out, is it at the end of this corridor or somewhere else?	Koin oo ouv nitu, ooko it in nö tä tuotolik taj öin tuala?
The circumference, diameter, chord, and radius of a circle are geometric terms. I don't have a very large circle of friends, but I do have a lot of acquaintances.	Raukaof rauri, inlipipri, tensväl a katikri oo pipridava daersasi. Aj ei oof errili leileiva havijo rauri, mut vikadajosi oo amut piri.
Apparently he's been prevented from coming somehow. I'll call him and ask.	Klirdali hä oo öli autyyven, na ej oo aftuuen uut. Aj visavöö tu hä a koo.
Many people don't believe until they see, but then it's no longer believing, but seeing.	Si ej uus en na vokaa, mut itna it ejpirnen oo a uuste mut vokaate.
The road condition is poor at this point, and you sometimes have to watch out for potholes when driving by a car.	Tä välla oo tul vosta ahvova, välna piit riskkaa kuolsi, na katuu vy tuvö.
There is a housing association meeting tomorrow, it would be good if there were a lot of participants. The board of directors of the company are not paid a salary, but they could go to one lunch sometime.	Detanna oo tolvirosio visahäp, ooif hava, if ikaapjosi ooif siri. Tu viropöjosio ej rovfaa törov, mut la is midtanem häsi aafif uttuu ösina.
Once upon a time there was a king and a queen and they lived happily ever after. That was the length of this fairy tale.	Ooen a isna roylmä a royläm a häsi ee-en li sakva ättu nö häsiof eo. It luriva ooen tä feösa.
Leaves fall from the trees in autumn. When you have finished reading the magazine, will you give it to me?	Lifsi siautlyy enkalna ut pusi. Na ja oo riiken dapapr, faako ja it itne tu aj?
We still have many milestones to achieve before we reach our goal.	Ajsi piit obaaf pirnen si välobtraosi en na ajsi oo in päob.
The swamp is very large, I was only able to pick up a couple of liters of cloudberry from it, even though I walked all over (crisscrossed) it. Matti and Maija are a newly engaged couple and their wedding is in a month.	Vampul oo errili leileiva, aj aafen utkaapen itel erisli sujli du litrsi vampuljelbersi, tajli aj vetuuen it kroskrosli. Matti a Maija oo novva enbajvividu a häsi oof tebajvihäp ne du hynsi.
Where is the bus station, the train station? He has a good position in the office. My old XP workstation is broken, it turns off by itself almost immediately after starting.	Koin oo siotuvölö, fetultol? Hä oof hava custa in törolö. Ajof vonva KSP-tödaculo oo rekli, it önböön autteli rafli välejnen ne panötuo.
Who will post the announcements on the bulletin board? Everyone should check to see if there are any important announcements there.	Kojo ruu dafatesi le dafa kvaängos? Kaa obki, ooko itla curova dafaatesi.
Employment and unemployment are of great importance to the state's economy. How would you deal with the large unemployment problem?	Töfari a töafejsta oof piva curo tu pöhylof rosta. Koli ja hakeeif piva töafejstaong?
Well, there are many solutions, but decisions are difficult, you need to understand the economy at both the top and bottom levels.	Noa, gnosi oo si, mut pätsi oo ongva, piit dakavoo rosta duvio la yl- a altalsi.
Which road can you use to get (detour) there when the trees have blocked the road during a strong (powerful) storm?	Intuni ko tul itle aftuu rautuu, na pusi oo obyyven tul, na ooen pova pohou.
I didn't find anything wrong with the program even though I tested it for almost an hour, because the program was well made.	Aj ej obvokaaen in prog ejö vik amut it tajli aj votraaen it rafli din, syfor prog ooen hali tee-en.
The mushroom basket is still completely empty, but I wonder if we can find some mushrooms when we navigate the forest to the most likely places where mushrooms grow.	Fungnetboks oo pirnen fulli lufva, mut ejko a aaf fungsi, na dirtuuta in pul le fungsi rilvokast eöpiirlosi.
 We have to start driving right away so we don't arrive too late for the party.	Piit urtuu välejnen katuu, syt ajsi ej uut ylrili ylna tu rono.
How many meters did you run in 12 minutes on the Cooper test during your military service? I ran 3100 meters and got two days off for it.	Siko metrsi ja tyyen in kuuperof vosta in 12 (basdu) censi in sipresjoser? Aj tyyen 3100  (tredisces) metrsi a aafen ut it du tansi urtöno.
Teacher teaches students at school. It would also be a good idea to prepare for self-study and independent information seeking.	Padaavjo padaav davjosi in davlo. Ali intu autapdav a autoteva dasek ooif hava autvodahapiir.
Can you solve the math problem? Start by making a formula, which you then simplify into a suitable form.	Davooko ja gnoo risoteob? Tenöö ja vy tee lika, ko ja itne gnoriip intu soopva kau.
The forest is Finland's green gold, and it is worth investing resources in its proper cultivation and harvesting so that the forest can provide good income and other benefits without damaging the environment.	Pul oo Finlo-of grinva moAu, for ko ratliva viilte a pukaapte rogöö paa resrosi, syt ob pul aaif hali utrovsi a tua göro ejli ahsttee raulo.
May I ask how many children you have, how many girls and boys?	Aafko aj koo, siko ipmämsi jasi oof, siko nossi a sonsi?
Christ died on the cross for all people, atoning for the sins of all. Faith and the forgiveness of sins is a gift from God, which a person should receive in the gospel of the kingdom of God preached in the Holy Spirit, the essence of which is the forgiveness of sins, Otherwise, a person who has lost the faith of a child will be left without part of them (will be deprived of them) and will not be saved. 	Krist oo eöönen kroseön gö ki mämsi, tehasoopen kiof ahosi. Us a ahosi ahhafa oo Hajo-of tofa, ko mäm piitif ögaap in Pyhva Ho ussasaaen Hajo-of pöhyl rossa, ko-of ydin oo ahofapa, tuali ut ipmämof us eöönen hojo jää ikejva ob itsi a ej authovyy.
Do the majority of Russians really accept the current Russian regime's belligerent power policy towards smaller nations?	Hafaako rilli pist ik ob rusjosi nenva Ruslo pöte sipva popögöte obcu ippir hyjsi?
The parties should always sit at the negotiating table, so both parties benefit, and never solve problems with violence.	Iksidsi piitif kina erisli siit tu vilisasoopte laos, itsy dutaj iksidsi autgörooif, a ejna signoo ongsi vy popitpö.

